pagination,comp_name,comp_role,comp_exp,comp_loc,comp_desc,mskills,cmp_skills
https://www.naukri.com/jobs-in-maharashtra-1163,Ace Management Services,Assistant HR Manager who Can manage an staff  in an Industry,0-5 Yrs,"Bhopal, Nagpur, Mumbai (All Areas)","Trainings, Audits, PF, Gen Admin, administrative skill, good communication skill, .lead...",L,"General,administrationLabour,L,AWS,IRhradministrative,skillHR,strategiesExecutive,Searchcompliances"
https://www.naukri.com/jobs-in-maharashtra-3327,REXNORD ELECTRONICS & CONTROLS LIMITED,Purchase Coordinator,1-2 Yrs,"Mumbai(Vasai East), Vasai","Coordinating and managing all activities during the purchasing process, Create and Send...","in,skills","experience,in,manufacturing,companyBasic,computer,knowledgestrong,written,n,verbal,communication,skills"
https://www.naukri.com/jobs-in-maharashtra-204,B M CONSULTING,E commerce Specialist,0-1 Yrs,Pune,"BE, B.Teach and MBA / PGDM candidates are preferred Should have 0-1 year of experience",Marketing,"SANPPCFrenchProduct,analysisE-commerceAccount,managementClient,interactionDi,GIT,al,Marketing"
https://www.naukri.com/jobs-in-maharashtra-1371,3D Engineering Automation LLP,Account Manager ANSYS,4-5 Yrs,Pune,Masters in  Marketing     management Mechanical Engineering Graduate Preferred Skills Sales ...,Marketing,"SalesNetworkingAnsysCustomer,support,Marketing,managementTechno-commercialMechanical,engineeringPrincipal"
https://www.naukri.com/jobs-in-maharashtra-2655,Allied Analytics Llp,Research-Automotive and Transportation,5-10 Yrs,Pune,Principal Duties and Responsibilities Company profile writing of 10-12 /reports Writing...,Marketing,"UsagePDFAerospaceDatabaseMarket,research,Marketing,collateralsManagementPrincipal"
https://www.naukri.com/jobs-in-maharashtra-4585,mycitynagpur,Sales Officer,8-10 Yrs,Nagpur,Candidate should be agri Diploma / B.Sc / M.Sc. Should have 8 to 10 years of experience...,Marketing,"Sales,Marketing,executivedistributorscustomer,profilingsales,strategymarket,researchBusiness,Developmentsales,executive"
https://www.naukri.com/jobs-in-maharashtra-2917,Trimurti Corns Agro Foods Private Limited,AGRI DIVISION MANAGER,8-10 Yrs,Pune,B.Sc./M.Sc. Agri. Candidate with minimum of 8 to 10 years experience with sound knowled...,"knowledge,of,of,team","sound,knowledge,of,contract,farming,abilities,of,a,team,leader,Willingness,to,interact,with,farmers"
https://www.naukri.com/jobs-in-maharashtra-4921,HIND RECTIFIERS LTD,Sr/ Executive  Marketing    ,3-7 Yrs,Mumbai," Marketing     activities like Tendering activities, Offers Preparation, Submission, Collect...",Marketing,"BiddingIREPS,Marketing,OperationsISO,DocumentationIRIS,DocumentationTenderreverse,auctionGEM"
https://www.naukri.com/jobs-in-maharashtra-4597,T & A Solutions, Marketing     Executive,1-3 Yrs,"Mumbai, Ghaziabad, sahibabad","T A HR Solutions understand that requirement of each client is unique, so we provide fr...",Marketing,"CopyrightEmailCVISO,9001Pharmatalenthr,solutions,Marketing,Executive"
https://www.naukri.com/jobs-in-maharashtra-4821,Squircle IT Consulting Services Pvt Ltd,Dot Net Developer,6-8 Yrs,Nagpur,Note - Candidate should willing to work 24/ 7 in rotational shifts as per project needE...,Technical,"Technical,product,configurationc++Cdesign,MySQL,JavaScript,integration,PHP,HTML"
https://www.naukri.com/jobs-in-maharashtra-4551,Glocal Thinkers Pvt. Ltd.,Receptionist,3-8 Yrs,Mumbai,Candidate should be presentable and soft spoken,Office,"ReceptionistFront,Office"
https://www.naukri.com/jobs-in-maharashtra-4203,Seven Consultancy,Freshers Graphic Designer,5-7 Yrs,Mumbai,: Any Graduate MALE/FEMALE : Both EXPERIENCE : 0 - 1 Years JOB DETAILS Creative in desi...,Marketing,"GraphicsDTPGraphic,designingIllustratorCorel,Draw,Marketing,promotionsPhotoshop"
https://www.naukri.com/jobs-in-maharashtra-618,Global Advertising Media Private Limited,Sales  Marketing     Executive,0-1 Yrs,Mumbai,Experience : 6 Months - 1 Years Location : Mumbai Education : UG - Any Graduate - Any S...,Marketing,"SalesExecutive,Marketing"
https://www.naukri.com/jobs-in-maharashtra-4063,JAS Global,Public Relation Manager,2-3 Yrs,Mumbai,"Social Media: Write creative, engaging and unique content focusing on Social Media incl...",PR,"PR,Manager"
https://www.naukri.com/jobs-in-maharashtra-4361,Sankey Business Solutions Private Limited,Talent Acquisition Specialist,1-3 Yrs,"Thane, Mumbai (All Areas)",Ability to organize and run hiring drives at colleges / institutes and other channels M...,Marketing,"Di,GIT,al,Marketing,SEOContent,Writingwritten,communicationverbalAdWords,Google,AnalyticsLead,Generation"
https://www.naukri.com/jobs-in-maharashtra-4655,Rashi Fincorp,Company Secretary,1-3 Yrs,Mumbai,"Should be well versed in Microsoft Outlook (emailing), MS Office etcGood Communication ...",and,"Company,SecretaryRBICompanies,Act,and,LLP,Compliances,SEBI"
https://www.naukri.com/jobs-in-maharashtra-2859,Inbound Mantra,Inbound  Marketing     Consultant,3-5 Yrs,Pune,You have a proven track record of a couple of years preferably in consulting,Marketing,"analyticsemail,Marketing,websitekeyword,researchconsultinglink,buildingschedulingseo"
https://www.naukri.com/jobs-in-maharashtra-4819,Finite HR Consulting Private Limited,Backend Developer,1-5 Yrs,Mumbai,Our Client PharmEasy is looking for Backend Developer Job Designation: Backeend Develop...,Technical,"Technical,product,configurationc++Cdesign,MySQL,JavaScript,integration,PHP,HTML"
https://www.naukri.com/jobs-in-maharashtra-1045,M Moser Associates,Business Development Coordinator,3-5 Yrs,"Mumbai, Hyderabad, Delhi, Bengaluru","Proposal meeting preparation and leadership, including setting up required AV, queuing ...",Marketing,"Global,Marketing,Graphi,CSS,ANAdministrationSocial,mediaData,collectionProduction,Manager,HTML"
https://www.naukri.com/jobs-in-maharashtra-3715,Seven Consultancy,BDM,1-5 Yrs,Mumbai,1) Construct and deliver sales pitches and presentations. 2) Achieve & hit sales target...,Marketing,"Cold,callingCounsellorBillingEducational,Marketing,Educational,salesRecruitment"
https://www.naukri.com/jobs-in-maharashtra-4751,YourHostBuddy,Android Application Development,2-7 Yrs,Mumbai,"Peron should have background with Android 1.6/ 2.0, RIM, or other mobile platforms Hand...",-,"Android,AVDJSONJ2MEObject,-,Oriented,programmingCXMLdebugging,Java"
https://www.naukri.com/jobs-in-maharashtra-5341,Pinnacle Solutions,Retail Showroom Manager - Automobiles,4-9 Yrs,Mumbai,Educational Background : - Graduate / Post Graduate from reputed university Customer in...,-,"counsellingplanningStore,OperationscoachingmonitoringRetail,Showroom,Manager,-,Automobiles"
https://www.naukri.com/jobs-in-maharashtra-4633,LexSite.com, Marketing     & Sales executive,2-4 Yrs,Mumbai,"Loads of enthusiasm, a flair for communicating with people, an ability to meet and exce...",Marketing,"Direct,salesDirect,Marketing"
https://www.naukri.com/jobs-in-maharashtra-3961,Realtordubai,Di GIT  al  Marketing     Strategist (SEM/SEO/SMM),3-5 Yrs,Mumbai,He She must be based in MumbaiMore than 3-5 years experience,Marketing,"Agency,managementSocial,media,analytics,Marketing,programsTrend,analysisdi,GIT,al,strategySEMResearchSEO"
https://www.naukri.com/jobs-in-maharashtra-5179,LNS MANAGEMENT CONSULTING LLP,SEO Team Lead - E-Commerce - Pune,4-6 Yrs,Pune,LEAD SEO Team of 2-3. Manage on & off page SEO for ECommerce Website & App. Work with B...,Marketing,"SEO,AnalysisE-commerceDi,GIT,al,Marketing,SEO,AuditSEO,ManagerSEOSearch,Engine,Optimization"
https://www.naukri.com/jobs-in-maharashtra-2831,Reformist Solutions,Android,2-7 Yrs,Pune,"Android Reformist Solutions Pune,  Software    companies in pune,  Software    company Careers ...",Technical,"Technical,product,configurationc++C,Software,design,MySQL,JavaScript,android"
https://www.naukri.com/jobs-in-maharashtra-2849,SeisoTech Pvt Ltd,Android Developer,2-3 Yrs,Pune,Hands on experience in the full life cycle of Android application developmen Strong kno...,-,"Objective,-,Ccore,Java,Android,applicationiOS,SDKRESTful,web,servicesIT,Skills,Java,Android,Application,Development"
https://www.naukri.com/jobs-in-maharashtra-5379,Armour Corporate Services,Head -  Marketing     (Sr. Manager/ Associate Director),8-12 Yrs,"Mumbai, Goregaon",Strong experience in di GIT  al  Marketing     and content creation required Marketing     Leads in ...,Marketing,"PRLead,GenerationEventsSocial,MediaSolution,SalesCampaignsDi,GIT,al,Marketing,Solution,Selling"
https://www.naukri.com/jobs-in-maharashtra-588,Toppr,Customer Outreach Executive,0-3 Yrs,Nagpur,A graduate degree from a reputed instituteFreshers can also applyCandidates with teleca...,"E,-","E,-,LearningCommunication,SkillsSalesInsurance"
https://www.naukri.com/jobs-in-maharashtra-3751,mycitynagpur,Sr.Consultant in Ortho Trauma,7-13 Yrs,Nagpur,Candidate should be MS. Should have minimum 5 years of experience for the post. Salary ...,in,"Sr.Consultant,in,Ortho,Trauma"
https://www.naukri.com/jobs-in-maharashtra-2131,iLogix,Jr. Business Development Executive,1-3 Yrs,Pune,Full Time Skills Required Good hold on English and communication skills will be an adva...,"Microsoft,Office","Microsoft,OfficeCommunicationSalesRelationshipBusiness,Development,ExecutiveMS,Office"
https://www.naukri.com/jobs-in-maharashtra-621,Seven Consultancy,Fresher - Sales and  Marketing     Executive,0-1 Yrs,"Mumbai, Navi Mumbai",Taking care of admission of student in Institute Students Admission,"Lead,Marketing,Marketing","Lead,generationExecutive,Sales,&,Marketing,Sales,lead,generationConsultancySales,ExecutiveForecastingEducational,Marketing,Educational,sales"
https://www.naukri.com/jobs-in-maharashtra-4565,ExecBoardinAsia,Franchisee/Distribution Head,11-15 Yrs,Mumbai,The main objective of Acchai is to cater to corporates by delivering fresh tea accompan...,business,"TrainingRetailSalesCorporateB2B,SalesManagementDistribution,HeadNew,business,development"
https://www.naukri.com/jobs-in-maharashtra-22,Nativebyte  Software   s LLP, Marketing     Intern,0-1 Yrs,"Mumbai, Chennai, Bangalore/Bengaluru, Delhi / NCR,  UAE, United Kingdom,  United States",We are looking for an energetic and self-motivated  Marketing     intern to join our growing...,"Marketing,Marketing","written,communicationverbal,Marketing,InternEventsSocial,MediaContent,Marketing,CampaignsMarket,Analysis"
https://www.naukri.com/jobs-in-maharashtra-3595,DI GIT  AL ENTERPRISES, Marketing     & Sales,1-6 Yrs,Mumbai,Generating leads for the potential customer. Explaining all information related to prod...,"Lead,Marketing","Lead,generationSalesSales,lead,generationTele,Marketing"
https://www.naukri.com/jobs-in-maharashtra-3429,Luna Technologies Private Limited,Sales Coordinator / inside sales engineer,2-4 Yrs,Navi Mumbai,DESIGNATION - INSIDE SALES ENGINEER / SALES CORDINATOR (ONLY FEMALES),Marketing,"Inside,SalesSales,Coordination,Marketing,Stock,ReportSales,EngineeringPayment,CollectionDispatchRecord,Maintenance"
https://www.naukri.com/jobs-in-maharashtra-4333,Diebold Nixdorf," Software    Engineer - ( C # , SQL )",1-4 Yrs,Mumbai,Position Overview The role is responsible for ensuring the delivery of high quality tec...,C,"CSS,GIT,C,#Technical,SupportSql,ServerComputer,Science,JavaScript,Software,Engineer"
https://www.naukri.com/jobs-in-maharashtra-5391,ABC Consultants Pvt Ltd,Position For CDO Office,8-12 Yrs,Mumbai,The role holder will support Chief Distribution Officer (CDO) for forming collaboration...,business,"business,transformationstrategy"
https://www.naukri.com/jobs-in-maharashtra-3049,Revnew.com,Di GIT  al  Marketing     Manager - US Market,4-9 Yrs,Pune,We are looking for a  Marketing     manager to set up our team and process. We provide top o...,"Marketing,Marketing,Marketing","PPCGoogle,AnalyticsHubspotInternet,Marketing,Di,GIT,al,Marketing,Pay,Per,ClickFacebook,Marketing"
https://www.naukri.com/jobs-in-maharashtra-5490,Samvaad consultancy services,Required Di GIT  al  Marketing     executive For a Restaurant chain,2-5 Yrs,Mumbai,"Develop social media strategy, Create original content Implement social media strategy ...","Marketing,Marketing,Marketing,Marketing","Affiliate,Marketing,Online,Marketing,Social,Media,Marketing,Search,Engine,Marketing,Social,Media,Optimization"
https://www.naukri.com/jobs-in-maharashtra-3577,Seven Consultancy,Senior Sales Executive,3-5 Yrs,"Mumbai, Thane",1)Attend inquires generated through the Di GIT  al  Marketing     telesales executives 2)Addres...,"Marketing,Marketing","Executive,Sales,&,Marketing,NetworkingTelesalesField,salesConsultingSales,ExecutiveDi,GIT,al,Marketing,b2c,sales"
https://www.naukri.com/jobs-in-maharashtra-3921,Stratagyn,Manager - Business Development,5-10 Yrs,Mumbai,"Individual with good communication, persuasive skills and ability to speak to the new c...",business,"business,opportunityLead,generationSalesConsulting,HTML,ManagementResearchRFP"
https://www.naukri.com/jobs-in-maharashtra-3385,HH PRINT MANAGEMENT INDIA PRIVATE LIMITED,Campaign Administrator - POS,2-5 Yrs,"Mumbai, Mumbai Suburban",Roles and Responsibilities PURPOSE OF THE JOB To support the HH Global onsite team by a...,"and,skills","Communication,SkillsProject,ManagementPOS,CampaignsReporting,&,DocumentationData,ProcessingCoordinatorGood,written,and,verbal,skills"
https://www.naukri.com/jobs-in-maharashtra-5093,FOCES STAFFING PRIVATE LIMITED,Manager Sales &  Marketing    ,7-12 Yrs,"Pune, Mumbai (All Areas)",We are looking Manager Sales &  Marketing     professionals to develop Strategy and Planning...,"Marketing,Marketing,Marketing,Marketing,Marketing","Sales,Marketing,ManagementBrand,ManagementBrand,PlanningAffiliate,Marketing,Di,GIT,al,Marketing,Social,Media,Marketing,Search,Engine,Marketing"
https://www.naukri.com/jobs-in-maharashtra-124,Infogain,Dot Net Developer Immediate joiner only,3-5 Yrs,"Noida, Pune, Bangalore/Bengaluru","Proficient understanding of code versioning tools like  GIT  , SVN, TFS etcProficient in C...",-,"object,-,oriented,programming,MySQL,Common,Language,Runtime,GIT,TFSVisual,StudioSVNMicrosoft,SQL,Server"
https://www.naukri.com/jobs-in-maharashtra-1139,Easy Recruit,Technical Architect -  AWS      Application,9-14 Yrs,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",MUST HAVES:Mandatory :- Minimum 3-4 years  AWS      Application Development & Architecting.- ...,Technical,"IT,SkillsPythonCloudDevOps,AWS,Technical,ArchitectNative,CloudTOGAF"
https://www.naukri.com/jobs-in-maharashtra-1043,Lollypop,Front End Developer,2-7 Yrs,"Mumbai, Chennai, Bangalore/Bengaluru",Optimize application for maximum speed and scalabilityExperience building responsive us...,-,"CSS,Graphical,DesignUi,/,Ux,JavaScript,Front,-,End,Web,Developer,HTML,Bootstrap,jQuery"
https://www.naukri.com/jobs-in-maharashtra-5206,Career Stars,Product Manager - Tiles Segment - Building Material,4-9 Yrs,Mumbai,#NAME?,"Technical,Marketing,Marketing","Technical,Forceproject,managementSalesBuilding,Material,Marketing,Product,ManagementProduct,Manager,Marketing"
https://www.naukri.com/jobs-in-maharashtra-1311,Axmiyan HR Solution Pvt Ltd,Oracle Fusion Functional SCM Consultant,12-18 Yrs,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",ITS A PERMANENT WORK FROM HOME JOBAbility to understand the business requirement and fu...,Technical,"Oracle,ScmOracle,SCM,functionalOracle,SCM,Technical,ConsultantSCM,ORACLE,CONSULTANTOracle,SCM,Modules,implementation"
https://www.naukri.com/jobs-in-maharashtra-4581,mycitynagpur,Administrative Manager,1-5 Yrs,Nagpur,Candidate should be minimum graduate. Should have at least 15 years of experience in of...,Office,"AdministrationHospital,administrationOffice,administrationMS,Office"
https://www.naukri.com/jobs-in-maharashtra-1683,Hikal Ltd,Scientist 1 - HPLC,1-5 Yrs,Pune,To support analysis part of plant validation batches as and when required Analytical R&...,Method,"Analytical,Method,DevelopmentHPLCMethod,Development"
https://www.naukri.com/jobs-in-maharashtra-5141,Pinnacle Solutions,Entrepreneur in Residence - eCommerce - IIT/IIM/ISB,6-11 Yrs,Mumbai,Key features/ requirements: - Engineering/ MBA from Tier 1 institutions from India/ abr...,"Marketing,Marketing","eCommerceSalesOnline,Marketing,EntrepreneurAnalytics,Marketing"
https://www.naukri.com/jobs-in-maharashtra-4679,Primestar HR Placement Consultancy,International Business Manager,9-14 Yrs,Mumbai,Working in different client time zones as and when required,"Lead,Marketing","Lead,generationSalesOrganizational,developmentSales,lead,generationInternational,salesInternational,Marketing,HRDoctor"
https://www.naukri.com/jobs-in-maharashtra-3619,Creative Virtual Ltd,Knowledgebase Architect,2-7 Yrs,Mumbai,Minimum of 2 years work experience or university degree requiredA complete knowledge an...,Technical,"Technical,product,configurationc++Cdesign,MySQL,JavaScript,integration,PHP,HTML"
https://www.naukri.com/jobs-in-maharashtra-159,Wipfli India LLP,Senior Research Analyst,5-10 Yrs,"Pune, Ahmedabad, Bangalore/Bengaluru",Position: Research Senior Analyst (6 to 8 years) Type: Full Time Employee (FTE)We are s...,Competitive,"Competitive,IntelligenceMarket,ResearchTechnology,ResearchCommunication,SkillsIT,Enabled,ServicesStrategic,ThinkingInternet,ResearchResearch,Analysis"
